University Admission year,Do you have meritorious scholarship ?,Do you use University transportation?,What is your preferable learning mode?,Do you have personal Computer?,Do you have any health issues?,Are you engaged with any co-curriculum activities?,How many hour do you study daily?,How many hour do you spent daily in social media?,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What was your previous SGPA?,Do you have any physical disabilities?,How many Credit did you have completed?,What is your monthly family income?,What is your current CGPA?
2020,0,0,1,1,1,1,5,6,55,0,0,0,1.55,0,77,68000,2.76
2021,0,0,0,1,1,0,2,2,52,0,0,0,2.67,0,101,68000,3.73
2021,0,0,0,1,2,1,2,3,51,0,0,1,2.86,0,119,68000,3.9
2020,0,0,0,1,2,0,4,2,45,0,0,0,2.03,0,59,70000,3.25
2019,0,0,0,1,1,0,4,7,61,0,0,0,2.31,0,140,70000,3.65
2021,1,0,0,0,1,1,4,3,2,0,0,0,2.66,0,109,70000,3.78
2022,0,0,1,1,1,0,6,3,2,0,0,0,2.11,0,87,70000,3.26
2022,0,0,0,1,1,0,3,3,2,0,0,0,1.67,0,77,70000,2.7
2019,1,0,0,1,1,1,3,5,63,0,0,1,2.4,0,139,71000,3.44
2021,0,0,1,1,1,0,3,10,6,1,0,0,1.55,0,34,73000,2.81
2022,1,0,1,1,1,1,5,9,55,0,0,1,2.55,0,72,73000,3.59
2021,0,0,0,1,1,1,1,3,52,1,0,1,2.45,0,123,74000,3.56
2019,1,0,0,1,1,0,6,2,2,0,0,1,2.77,0,139,75000,3.87
2021,0,0,0,1,1,1,3,3,2,0,0,0,2.53,0,95,75000,3.6
2022,0,0,1,1,2,1,3,3,15,1,0,1,1.65,0,73,75000,2.71
2021,0,0,1,1,2,0,3,9,36,0,0,0,2.32,0,46,77000,3.68
2020,0,0,0,1,1,1,1,2,41,0,0,0,2.61,0,144,77000,3.7
2020,0,0,1,1,1,1,2,3,24,1,0,0,1.55,0,143,77000,2.61
2021,0,0,1,1,1,1,4,8,2,0,0,1,2.23,0,45,77000,3.67
2018,0,0,1,1,1,1,1,3,28,1,0,1,2.45,0,122,78000,3.34
2020,0,0,1,1,2,0,1,3,55,0,0,0,2.11,0,132,78000,3.56
2020,0,0,0,1,1,0,3,5,42,0,0,0,1.59,0,132,78000,2.62
2019,0,0,0,1,1,1,5,3,2,1,0,0,2.56,0,143,78000,3.67
2021,0,0,1,0,1,1,6,3,2,0,0,0,2.76,0,97,78000,3.77
2021,0,0,0,1,1,1,2,3,2,0,0,1,2.76,0,124,78000,3.8
2021,0,0,0,0,1,0,3,2,2,0,0,0,2.61,0,98,79000,3.7
2020,1,0,0,1,1,0,1,3,2,0,0,0,2.75,0,143,79000,3.86
2020,1,0,0,1,1,1,2,3,55,0,1,0,1.98,0,125,80000,3.11
2020,1,0,0,1,1,0,6,3,2,0,0,0,2.77,0,125,80000,3.87
2022,0,0,0,1,1,1,2,5,43,0,0,1,1.79,0,71,80000,2.82
2022,0,0,1,1,1,0,3,2,2,1,0,0,1.88,0,74,80000,2.91
2020,0,0,1,1,2,1,3,7,37,0,0,0,2.38,0,109,81000,3.49
2021,0,0,1,1,1,0,4,5,2,0,0,1,2.08,0,113,83000,3.21
2022,0,0,1,1,1,0,5,7,36,0,0,0,1.89,0,56,86000,3.4
2021,0,0,1,1,1,1,2,5,7,1,1,1,1.21,0,139,87000,2.47
2020,0,0,0,1,1,1,3,6,28,0,0,1,1.81,0,117,87000,2.86
2022,0,0,0,1,2,1,5,8,2,0,0,1,2.45,0,124,87000,3.68
2018,0,0,0,1,1,1,2,2,2,0,0,1,1.56,0,143,88000,2.66
2020,0,0,0,1,1,1,3,3,2,1,0,0,1.6,0,143,88000,2.68
2020,0,0,1,1,1,0,2,3,26,1,0,0,1.81,0,144,88000,2.89
2021,0,0,0,1,1,0,3,2,2,1,0,1,1.76,0,96,88000,2.81
2020,0,0,0,1,1,0,2,2,51,1,0,1,1.57,0,135,89000,2.65
2020,0,0,0,1,1,1,3,5,2,0,0,0,2.05,0,85,90000,3.45
2021,0,0,0,1,1,0,3,1,34,1,0,0,2.38,0,130,90000,3.47
2021,0,0,0,0,1,1,2,2,2,1,0,0,2.67,0,93,90000,3.73
2022,0,0,0,1,1,0,3,2,2,0,0,1,1.56,0,71,90000,2.67
2021,0,0,0,1,1,1,2,3,2,1,0,1,1.91,0,109,94000,2.96
2020,0,0,1,1,2,1,3,2,36,1,0,0,1.89,0,113,95000,3.18
2021,0,0,0,1,1,0,4,6,2,0,0,0,2.76,0,109,95000,3.88
2020,0,0,0,1,1,1,3,3,2,1,0,0,2.76,0,144,96000,3.84
2022,1,0,0,1,1,1,5,2,41,1,0,0,2.7,0,78,97000,3.87
2019,0,1,0,1,1,0,2,3,2,0,0,0,2.56,0,143,98000,3.64
2022,0,0,1,1,1,0,1,2,43,1,0,1,1.81,0,71,98000,2.84
2020,0,0,0,1,2,0,2,8,64,0,0,0,2.53,0,76,100000,3.36
2019,0,0,0,1,1,1,2,7,55,1,0,1,2.54,0,84,100000,3.57
2019,0,0,0,1,1,1,4,4,45,0,0,1,2.45,0,16,100000,3.5
2020,1,1,0,1,1,0,8,2,2,0,0,0,2.91,0,97,100000,4.0
2022,0,0,0,1,1,1,1,2,24,0,0,1,2.67,0,78,100000,3.77
2019,0,0,0,1,1,0,5,8,42,0,0,1,2.33,0,144,110000,3.88
2021,0,0,1,1,1,1,1,3,2,1,0,0,2.87,0,140,110000,3.91
2020,0,0,1,0,1,1,3,9,2,0,0,0,2.09,0,119,110000,3.23
2020,0,0,1,1,1,1,2,3,42,1,0,1,1.67,0,124,112000,2.73
2022,0,0,1,1,1,1,1,10,16,1,0,0,1.15,0,75,112000,2.39
2022,0,0,0,1,1,0,2,3,2,1,0,1,2.56,0,68,113000,3.64
2021,0,0,0,0,1,0,3,3,2,0,0,0,1.99,0,88,120000,2.94
2023,1,0,0,1,1,1,6,4,2,0,1,0,2.78,0,29,120000,3.8
2020,0,0,0,1,1,1,3,7,2,0,0,0,2.21,0,137,122000,3.3
2020,0,0,0,1,1,0,3,3,2,0,0,0,1.46,0,143,122000,2.51
2020,1,0,0,1,2,0,2,2,31,1,0,0,2.67,0,136,127000,3.78
2020,0,0,1,0,1,0,5,7,2,0,0,1,2.32,0,123,130000,3.78
2022,0,0,0,1,1,1,4,7,44,0,0,0,2.22,0,59,133000,3.41
2022,0,0,0,1,1,0,4,7,45,0,0,1,1.88,0,29,140000,2.97
2020,0,0,1,1,1,0,2,3,39,1,0,0,1.45,0,135,140000,2.52
2020,0,0,0,1,1,1,3,2,52,1,0,0,1.54,0,121,144000,2.62
2021,0,0,0,1,1,1,3,3,2,0,0,1,2.78,0,89,145000,3.86
2019,0,0,0,1,1,0,2,3,45,0,0,0,2.1,0,139,150000,3.41
2020,0,0,0,0,1,0,5,2,2,1,0,1,2.57,0,144,150000,3.63
2022,0,0,0,1,1,1,2,4,2,0,0,0,2.44,0,68,155000,3.59
2019,0,0,1,1,1,0,3,2,43,1,1,0,1.67,0,139,160000,2.77
2021,0,0,1,1,1,1,3,5,2,0,0,0,1.55,0,92,165000,2.61
2021,0,0,0,1,2,1,2,2,2,1,0,0,2.34,0,103,165000,3.42
2021,0,0,0,1,1,1,2,6,45,1,0,0,1.54,0,90,169000,2.95
2020,0,0,0,1,1,0,4,5,36,0,0,1,2.0,0,71,170000,3.03
2020,0,0,1,1,1,0,2,10,20,1,0,1,1.35,0,105,200000,2.66
2020,0,0,0,1,1,0,6,3,2,0,0,1,2.64,1,70,200000,3.34
2020,0,0,0,1,1,0,3,8,20,1,0,0,1.7,0,95,200000,3.0
2020,0,0,1,1,1,0,3,7,53,0,0,0,2.9,0,125,200000,3.93
2020,0,0,0,1,1,0,5,6,45,0,0,1,1.9,0,99,200000,3.1
2020,0,0,0,1,1,0,3,9,40,0,0,0,2.01,0,126,250000,3.08
2021,1,0,0,1,1,0,5,2,2,0,0,1,2.33,0,104,277000,3.89
2020,1,1,1,1,1,0,6,4,36,0,0,0,1.6,0,30,20000,2.9
2020,1,1,1,1,1,0,4,3,62,0,0,0,2.67,0,140,30000,3.4
2022,0,1,1,1,1,1,2,1,61,0,0,1,1.05,0,18,30000,2.8
2022,0,1,0,0,1,1,7,3,2,1,0,1,1.47,0,88,32000,2.54
2022,0,1,0,1,1,1,2,1,2,1,0,1,1.58,1,14,35000,1.42
2021,0,1,0,1,1,1,6,4,55,0,0,0,2.45,0,40,35000,2.39
2021,0,1,1,1,1,0,3,2,54,0,0,0,1.87,0,136,35000,2.8
2020,0,1,1,1,1,0,3,8,36,0,0,0,2.33,0,128,37000,3.47
2020,0,1,0,1,1,0,1,2,2,1,0,0,2.9,0,144,37000,3.92
2021,0,1,0,1,1,0,3,5,28,1,0,0,1.78,0,97,37000,2.63
2020,0,1,0,1,1,0,4,7,2,0,0,0,2.77,0,139,38000,3.91
2021,0,1,0,1,1,0,4,5,2,0,0,0,1.98,0,111,39000,3.03
2020,0,1,1,1,1,1,5,11,10,0,0,1,1.43,0,107,40000,2.65
2021,1,1,0,1,1,0,5,3,2,0,0,0,2.77,0,129,42000,3.96
2020,1,1,1,1,1,0,2,3,15,1,0,0,2.81,0,144,43000,3.9
2020,0,1,1,1,2,0,3,3,36,0,0,0,2.1,0,137,45000,3.2
2020,0,1,0,1,1,1,2,2,34,1,0,0,1.87,0,144,45000,2.92
2022,1,1,0,1,2,1,1,7,2,0,0,1,2.58,0,39,45000,3.74
2021,0,1,0,1,1,0,3,7,45,1,0,1,1.77,0,109,45000,2.82
2018,0,1,0,1,1,0,3,7,53,1,0,1,2.16,0,143,46000,3.33
2020,1,1,0,0,2,1,1,2,2,0,0,0,2.53,0,132,50000,3.81
2022,0,1,0,1,1,0,3,3,64,0,0,1,2.75,0,18,50000,3.64
2020,0,1,1,1,1,1,3,7,36,0,0,1,2.01,0,131,50000,3.15
2021,1,1,1,1,1,1,3,3,41,0,0,1,2.77,0,129,50000,3.8
2019,0,1,1,1,1,0,5,11,45,0,0,0,2.04,0,143,51000,3.16
2021,1,1,1,1,1,0,5,4,25,0,0,1,2.01,0,101,51000,3.13
2021,0,1,1,1,1,1,3,3,5,0,0,1,1.87,0,117,52000,2.93
2020,1,1,0,1,1,1,6,3,2,0,0,0,2.02,0,134,53000,3.11
2021,0,1,0,1,1,1,3,6,36,0,0,1,1.98,0,105,53000,2.97
2020,0,1,1,1,1,1,4,5,2,0,0,0,2.56,0,132,55000,3.79
2019,0,1,1,1,1,1,3,2,2,1,0,0,1.54,0,136,55000,2.66
2020,0,1,0,1,1,1,3,1,2,0,0,0,1.56,0,143,55000,2.65
2022,0,1,0,1,1,1,3,3,6,0,0,1,1.88,0,77,55000,2.98
2020,0,1,0,0,2,0,1,2,2,0,0,0,2.76,0,136,55000,3.8
2022,0,1,0,1,1,1,3,2,50,0,0,1,1.56,0,67,55000,2.97
2019,0,1,1,1,2,1,1,9,27,1,0,0,1.24,0,137,56000,2.35
2020,0,1,1,1,1,1,5,4,55,0,0,1,1.95,0,139,58000,2.92
2021,0,1,0,1,2,1,1,2,20,1,0,0,1.65,0,139,59000,2.7
2018,0,1,1,1,1,0,3,8,54,1,0,0,1.11,0,95,60000,2.35
2020,0,1,0,1,1,0,1,8,36,0,0,0,1.71,0,118,60000,2.82
2020,1,1,1,1,1,1,4,5,61,1,0,1,1.33,0,104,60000,2.99
2021,0,1,0,0,1,1,2,3,2,1,0,1,2.56,0,106,60000,3.63
2022,1,1,0,1,1,0,4,3,2,0,0,0,2.81,0,51,60000,3.97
2020,1,1,0,1,1,0,2,1,2,0,0,0,2.73,0,135,61000,3.81
2021,0,1,0,1,1,0,7,3,54,0,0,0,1.88,0,132,64000,2.9
2022,1,1,1,1,1,1,2,3,55,0,0,0,2.33,0,43,65000,3.68
2019,0,1,1,1,2,0,3,5,2,0,0,1,2.22,0,132,66000,3.45
2021,0,1,0,1,1,0,2,3,16,0,0,0,1.45,0,117,66000,2.53
2022,0,1,1,1,2,1,4,3,2,0,0,0,1.76,0,62,66000,2.82
2022,1,1,0,1,2,1,5,3,2,0,0,1,2.66,0,58,67000,3.79
2020,0,1,0,1,1,1,2,2,15,1,0,1,2.55,0,143,68000,3.6
2020,0,1,0,1,1,0,4,3,52,0,0,1,2.71,0,143,68000,3.78
2022,0,1,0,1,2,0,3,8,53,0,0,0,2.22,0,87,68000,3.19
2021,0,1,1,1,1,1,1,7,45,1,1,0,1.95,0,43,68000,2.88
2021,1,1,1,1,1,0,2,1,2,0,0,1,2.77,0,56,70000,3.56
2019,1,1,0,1,1,1,7,2,2,0,0,0,2.75,0,125,70000,3.93
2021,1,1,0,1,1,0,6,6,2,0,0,1,2.61,0,35,70000,3.78
2020,0,1,1,1,1,0,6,4,6,1,0,1,1.35,0,105,70000,2.65
2020,0,1,0,1,1,0,1,2,52,1,0,0,2.44,0,135,70000,3.56
2022,0,1,0,1,2,1,4,2,2,0,0,1,1.56,0,78,70000,2.64
2022,0,1,0,1,1,0,3,2,2,0,0,1,1.76,0,58,70000,2.84
2022,0,1,0,1,1,1,5,6,36,0,0,1,1.9,0,89,71000,3.13
2021,0,1,0,1,1,0,4,6,2,0,0,1,1.99,0,79,71000,3.05
2022,0,1,0,1,1,0,1,2,26,1,0,0,2.43,0,107,71000,3.55
2019,0,1,0,1,2,0,5,2,56,0,0,0,1.67,0,137,74000,2.74
2020,1,1,0,1,1,0,4,2,2,1,0,0,2.78,0,143,74000,3.83
2020,1,1,0,1,2,0,3,6,2,0,0,0,1.81,0,137,75000,2.95
2020,1,1,0,1,1,1,7,2,2,0,0,0,2.91,0,139,75000,3.97
2023,0,1,1,1,1,0,3,5,2,0,0,0,2.65,0,27,75000,3.57
2019,0,1,1,1,2,0,4,6,42,0,0,1,2.23,0,145,76000,3.65
2020,0,1,1,1,2,0,3,6,51,0,0,0,2.13,0,98,77000,3.28
2019,1,1,0,1,1,1,5,5,2,0,0,1,2.66,0,145,77000,3.85
2020,0,1,1,0,1,1,3,3,2,0,0,1,2.87,0,143,77000,3.9
2022,0,1,1,1,2,1,2,3,34,0,0,1,2.65,0,95,77000,3.75
2021,0,1,1,0,1,1,2,1,2,0,0,0,1.38,0,134,77000,2.51
2019,1,1,1,0,1,0,5,12,2,0,0,1,2.19,0,103,78000,3.45
2020,0,1,0,0,1,0,3,6,45,0,0,0,2.11,0,101,78000,3.46
2020,0,1,0,1,1,1,1,2,34,1,0,0,1.78,0,143,78000,2.8
2021,0,1,0,1,1,0,3,5,2,0,0,0,2.45,0,100,78000,3.76
2021,0,1,0,1,1,1,2,2,2,1,0,0,2.67,0,132,79000,3.7
2021,1,1,1,1,1,1,3,2,2,1,0,1,2.61,0,123,79000,3.77
2020,1,1,1,1,1,0,6,6,45,0,0,1,1.61,0,133,80000,2.81
2020,0,1,0,1,1,0,1,5,2,0,0,1,2.89,0,102,80000,3.89
2021,0,1,0,1,1,1,2,3,2,1,0,0,1.68,0,101,80000,2.71
2020,0,1,0,1,1,1,1,3,2,0,0,1,1.63,0,143,80000,2.7
2021,0,1,0,1,1,0,2,2,61,0,0,1,1.56,0,97,80000,2.64
2020,0,1,0,1,1,1,4,2,2,1,0,1,2.75,0,143,81000,3.8
2020,1,1,0,0,1,0,6,3,2,0,0,0,2.56,0,115,85000,3.95
2020,0,1,0,1,1,0,2,1,2,1,0,0,2.56,0,143,86000,3.66
2019,0,1,0,1,1,1,5,3,54,1,0,0,1.76,0,143,87000,2.89
2020,0,1,0,1,1,1,2,3,44,1,0,0,2.87,0,139,88000,3.91
2022,0,1,0,1,1,1,3,2,20,0,0,0,1.56,0,88,88000,2.63
2019,1,1,0,1,2,1,2,4,2,0,0,1,2.57,0,145,89000,3.88
2019,0,1,1,1,1,1,4,3,46,0,0,0,1.5,0,143,89000,2.63
2021,0,1,0,1,1,0,3,1,2,0,0,0,2.55,0,135,89000,3.6
2022,1,1,0,1,1,1,5,4,2,0,0,1,2.56,0,29,89000,3.89
2019,1,1,1,0,1,1,6,2,2,0,0,1,2.87,0,143,90000,3.94
2019,0,0,0,0,1,1,1,5,2,0,0,1,2.48,0,144,90000,3.78
2021,0,1,0,1,1,0,1,10,55,0,0,0,1.35,0,98,90000,2.65
2020,0,1,1,1,1,0,5,8,2,0,0,0,1.56,0,99,90000,2.98
2021,0,1,0,1,1,1,4,4,32,1,0,1,1.66,0,105,90000,2.45
2022,0,1,0,0,2,0,2,3,2,0,0,1,1.86,0,60,93000,2.91
2023,0,1,0,1,1,0,4,3,2,0,0,0,2.77,0,30,95000,3.83
2022,0,1,0,1,1,0,1,3,23,1,0,0,2.81,0,83,95000,3.9
2021,1,1,0,1,1,1,2,3,2,1,0,0,2.75,0,120,96000,3.81
2019,0,1,0,1,1,1,5,3,34,0,0,1,1.56,0,143,97000,2.63
2020,1,1,0,1,1,0,2,6,2,0,0,0,2.91,0,91,97000,3.98
2022,0,1,0,0,1,0,2,2,24,0,0,0,1.54,0,68,97000,2.63
2019,0,1,0,1,1,0,3,3,52,1,1,0,1.78,0,143,98000,2.83
2022,1,0,1,1,1,1,8,10,36,1,0,1,2.9,0,60,100000,3.88
2020,0,1,0,1,2,1,3,3,26,1,0,0,2.67,0,116,100000,3.75
2021,0,1,1,0,1,0,4,5,2,0,0,0,2.33,0,102,100000,3.45
2020,0,1,0,1,1,1,3,3,35,0,0,0,2.76,0,123,110000,3.56
2021,0,1,1,1,1,0,5,9,28,1,0,0,1.23,0,89,110000,2.76
2020,0,1,1,1,1,0,2,3,25,1,0,0,2.35,0,135,116000,3.48
2020,0,1,0,1,1,0,4,3,41,1,0,1,1.34,0,103,117000,2.48
2019,1,1,0,1,1,0,6,3,55,0,0,1,2.07,0,144,119000,3.12
2020,0,1,1,1,1,1,4,2,2,1,0,0,2.56,0,143,120000,3.6
2022,0,1,0,1,1,0,3,2,30,0,0,1,1.77,0,78,120000,2.8
2022,0,1,0,1,1,0,3,3,33,1,1,0,2.67,0,78,120000,3.77
2019,0,1,0,1,1,1,2,3,2,0,0,1,1.86,0,143,121000,2.93
2022,0,1,0,1,1,1,1,3,2,1,0,1,1.87,0,68,121000,2.94
2021,0,1,1,1,2,0,2,9,45,1,0,1,1.22,0,107,130000,2.78
2022,0,1,0,1,1,1,3,2,2,1,0,1,1.4,0,77,130000,2.54
2022,0,1,1,1,1,1,3,1,2,0,0,1,1.78,0,59,135000,2.83
2022,0,1,0,1,1,0,4,3,43,0,0,1,1.77,0,63,136000,2.85
2019,0,1,0,0,2,0,5,5,2,0,0,0,2.55,0,143,137000,3.66
2021,0,1,0,1,2,0,1,2,2,0,0,0,2.65,0,125,140000,3.88
2019,1,1,0,1,1,1,5,3,10,1,0,1,2.81,0,143,144000,3.9
2021,0,1,0,1,1,1,2,3,2,0,0,1,2.34,0,113,167000,3.44
2020,0,1,0,1,1,1,2,3,52,1,0,0,2.35,0,143,170000,3.43
2021,0,1,1,1,1,1,1,2,17,1,0,0,2.65,0,100,180000,3.77
2022,1,1,0,1,1,1,4,4,2,1,0,1,2.5,0,18,200000,2.22
2021,0,1,0,0,1,1,3,2,2,1,0,0,1.56,0,100,200000,2.78
2019,0,1,0,1,1,0,5,3,2,0,0,1,1.4,0,136,210000,2.52
2018,0,1,1,1,1,1,3,5,2,0,0,0,1.34,0,88,250000,2.88
